English (en),Hebrew (iw),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
nip,צְבִיטָה,0,0,0,0,0,0,0,0,0,0
nipple,פִּטמָה,0,0,0,0,0,0,0,0,0,0
nix,ניקס,0,0,0,0,0,0,0,0,0,0
nobility,אֲצוּלָה,1,0,0,1,0,0,0,0,0,1
noble,אֲצִילִי,1,0,0,0,0,0,0,0,0,1
nobleman,אָצִיל,1,0,0,0,0,0,0,0,0,1
nocturnal,לֵילִי,0,0,0,0,0,0,0,0,0,0
nod,מָנוֹד רֹאשׁ,0,0,0,0,0,0,0,0,0,0
nodding,מהנהנת,0,0,0,0,0,0,0,0,0,0
node,צוֹמֶת,0,0,0,0,0,0,0,0,0,0
nodular,קִשׁרִי,0,0,0,0,0,0,0,0,0,0
nodule,גוּלָה,0,0,0,0,0,0,0,0,0,0
noise,רַעַשׁ,0,1,0,0,0,0,0,0,0,0
noisy,רוֹעֵשׁ,0,1,1,0,0,0,0,0,0,0
nomad,נווד,0,0,0,0,0,0,0,0,0,0
nomadic,נַוָד,0,0,0,0,0,0,0,0,0,0
nomenclature,מִנוּחַ,0,0,0,0,0,0,0,0,0,0
nominal,נָקוּב,0,0,0,0,0,0,0,0,0,0
nominate,לְמַנוֹת,0,0,0,0,0,0,0,0,0,0
nomination,הְתמַנוּת,1,0,0,0,0,0,0,0,0,0
nominee,מוּעֲמָד,0,0,0,0,0,0,0,0,0,0
nonce,לא,0,0,0,0,0,0,0,0,0,0
noncompliance,NO TRANSLATION,0,1,1,1,0,1,0,1,0,0
nondescript,שֶׁקָשֶׁה לְתַאֲרוֹ,0,0,0,0,0,0,0,0,0,0
nonexistent,לא קיים,0,0,0,0,0,0,0,0,0,0
nonpayment,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
nonresident,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
nonsense,שְׁטוּיוֹת,0,1,0,0,0,0,0,0,0,0
nonsensical,שׁטוּתִי,0,1,0,0,0,0,0,1,0,0
noodle,אִטְרִיָה,0,0,0,0,0,0,0,0,0,0
nook,מַחֲבוֹא,0,0,0,0,0,0,0,0,0,0
noon,צָהֳרַיִים,0,0,0,0,0,0,0,0,0,0
noose,מוֹקֵשׁ,0,1,0,0,0,0,0,1,0,0
norm,נוֹרמָה,0,0,0,0,0,0,0,0,0,0
normal,נוֹרמָלִי,0,0,0,0,0,0,0,0,0,0
normalcy,תְקִינוּת,0,0,0,0,0,0,0,0,0,0
normality,תְקִינוּת,1,0,0,0,0,0,0,0,0,0
nose,אף,0,0,0,0,1,0,0,0,0,0
nostalgia,נוֹסטָלגִיָה,0,0,0,0,0,0,0,0,0,0
nostril,נָחִיר,0,0,0,0,0,0,0,0,0,0
notable,יַקִיר,1,0,0,0,0,0,1,0,0,1
notables,נור,1,0,0,0,0,0,0,0,0,0
notably,בייחוד,0,0,0,0,0,0,0,0,0,0
notary,נוֹטָרִיוֹן,0,0,0,0,0,0,0,0,0,1
notation,סִמוּן,0,0,0,0,0,0,0,0,0,0
notch,לַחֲרוֹץ,0,0,0,0,0,0,0,0,0,0
notched,פָּצוּר,0,0,0,0,0,0,0,0,0,0
note,הערה,0,0,0,0,0,0,0,0,0,0
notebook,מחברת,0,0,0,0,0,0,0,0,0,0
noted,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
noteworthy,ראוי לציון,0,0,0,0,0,0,0,0,0,0
nothingness,אַפסוּת,0,1,0,0,0,0,0,1,0,0
notice,הודעה,0,0,0,0,0,0,0,0,0,0
noticeable,בולט,0,0,0,0,0,0,0,0,0,0
notification,הוֹדָעָה,0,0,0,1,0,0,0,0,0,0
notify,לְהוֹדִיעַ,0,0,0,0,0,0,0,0,0,0
notion,רעיון,1,0,0,0,0,0,0,0,0,0
notional,עִיוּנִי,0,0,0,0,0,0,0,0,0,0
notoriety,גְנַאִי,1,1,1,0,1,1,0,0,0,0
notwithstanding,על אף,0,0,0,0,0,0,0,0,0,0
nought,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
noun,שֵׁם עֶצֶם,0,0,0,0,0,0,0,0,0,0
nourish,לְהַזִין,0,0,0,0,0,0,0,0,0,0
nourishment,תְזוּנָה,1,0,0,0,0,0,0,0,0,0
nouveau,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
novelty,טְרִיוּת,0,0,0,0,0,0,0,0,0,0
novice,טִירוֹן,0,0,0,0,0,0,0,0,0,0
nowadays,כַּיוֹם,0,0,0,0,0,0,0,0,0,0
noxious,מַזִיק,0,1,0,0,1,1,0,0,0,0
nozzle,זרבובית,0,0,0,0,0,0,0,0,0,0
nuance,נִימָה,0,0,0,0,0,0,0,0,0,0
nuances,ניואנסים,0,0,0,0,0,0,0,0,0,0
nucleus,גַרעִין,0,0,0,0,0,0,0,0,0,0
nude,עָרוֹם,0,0,0,0,0,0,0,0,0,0
nudge,דְחִיפָה,0,0,0,0,0,0,0,0,0,0
nudity,עֵירוֹם,0,0,0,0,0,0,0,0,0,0
nugget,גוּשׁ זָהָב גָלמִי,0,0,0,0,0,0,0,0,0,0
nuisance,מטרד,0,1,1,0,0,0,0,0,0,0
nul,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
null,ריק,0,0,0,0,0,0,0,0,0,0
nullify,לְבַטֵל,0,1,0,0,0,0,0,0,1,0
numb,חסר תחושה,0,1,0,0,0,0,0,0,0,0
number,מספר,0,0,0,0,0,0,0,0,0,0
numbering,סִפְרוּר,0,0,0,0,0,0,0,0,0,0
numbers,מספרים,1,0,0,0,0,0,0,0,0,0
numbness,חוֹסֶר תְחוּשָׁה,0,1,0,0,0,0,0,1,0,0
numeral,סִפְרָה,0,0,0,0,0,0,0,0,0,0
numerator,מוֹנֶה,0,0,0,0,0,0,0,0,0,0
numerical,מִספָּרִי,0,0,0,0,0,0,0,0,0,0
numerically,מבחינה מספרית,0,0,0,0,0,0,0,0,0,0
numerous,רַבִּים,0,0,0,0,0,0,0,0,0,0
nun,NO TRANSLATION,0,1,0,0,0,0,0,0,0,1
nurse,אָחוֹת,1,0,0,0,0,0,0,0,0,1
nursery,מִשׁתָלָה,1,0,0,0,0,0,1,0,0,1
nurture,לְטַפֵּחַ,1,0,1,1,1,1,1,0,0,1
nutmeg,אגוז מוסקט,0,0,0,0,0,0,0,0,0,0
nutrition,תְזוּנָה,0,0,0,0,0,0,0,0,0,0
nutritious,מֵזִין,1,0,0,0,0,0,0,1,0,0
nutritive,תְזוּנָתִי,0,0,0,0,0,0,0,0,0,0
nuts,אֱגוֹזִים,0,0,0,0,0,0,0,0,0,0
nymph,נִימפָה,0,0,0,0,0,0,0,0,0,0
oaf,גוֹלֶם,0,1,0,0,0,0,0,0,0,0
oak,אַלוֹן,1,0,0,0,0,0,0,0,0,0
oar,מָשׁוֹט,0,0,0,0,0,0,0,0,0,0
oasis,אואזיס,1,0,0,1,0,0,1,0,0,1
oath,שְׁבוּעָה,1,0,0,0,0,0,0,0,0,1
oatmeal,קְוֵקֶר,0,0,0,0,0,0,0,0,0,0
obedience,צִיוּת,1,0,0,0,0,0,0,0,0,1
obedient,מְמוּשׁמָע,0,0,0,0,0,0,0,0,0,0
obediently,בצייתנות,0,0,0,0,0,0,0,0,0,0
obelisk,אוֹבֶּלִיסק,0,0,0,0,0,0,0,0,0,0
obese,שָׁמֵן מְאֹד,0,1,0,0,1,0,0,0,0,0
obesity,הַשׁמָנָה,0,1,0,0,1,0,0,1,0,0
obey,לציית,0,0,0,0,0,1,0,0,0,1
obi,אובי,0,1,0,0,1,1,0,0,0,0
obit,obit,0,1,0,0,0,0,0,1,1,0
obituary,הוֹדָעָה עַל פְּטִירָה,0,1,0,0,0,0,0,1,0,0
object,לְהִתְנַגֵד,0,0,0,0,0,0,0,0,0,0
objection,הִתנַגְדוּת,0,1,1,0,0,0,0,0,0,0
objectionable,דוֹחֶה,0,1,0,0,0,0,0,0,0,0
objective,מַטָרָה,1,0,0,1,0,0,0,0,0,1
obligation,חוֹבָה,0,0,0,0,0,0,0,0,0,0
obligatory,הֶכְרֵחִי,0,0,0,0,0,0,0,0,0,0
oblige,לחייב,0,1,0,0,0,0,0,0,0,1
obliged,מְחוּיָב,0,0,0,0,0,0,0,0,0,0
obliging,אָדִיב,1,0,1,1,1,1,1,0,1,1
obligor,חובה,0,1,0,0,0,1,0,0,0,0
oblique,אֲלַכסוֹנִי,0,0,0,0,0,0,0,0,0,0
obliterate,לְהַשְׁמִיד,0,1,1,0,0,1,0,1,0,0
obliterated,נמחק,0,1,1,0,0,1,0,0,0,0
obliteration,הַכחָדָה,0,1,0,0,0,1,0,1,0,0
oblivion,שִׁכחָה,0,1,1,0,0,1,0,0,0,0
oblivious,מִתעַלֵם,0,0,0,0,0,0,0,0,0,0
oblong,מַלבֵּן,0,0,0,0,0,0,0,0,0,0
obnoxious,מְגוּנֶה,0,1,1,0,1,0,0,1,0,0
oboe,אַבּוּב,0,0,0,0,0,0,0,0,0,0
obscene,מְגוּנֶה,0,1,0,0,1,0,0,0,0,0
obscenity,מַעֲשֶׂה מְגוּנֶה,0,1,1,0,1,0,0,0,0,0
obscure,מְעוּרפָּל,0,0,0,0,0,0,0,0,0,0
obscured,סתומים,0,0,0,0,0,0,0,0,0,0
obscurity,עִרפּוּל,0,1,0,0,0,0,0,0,0,0
observance,שְׁמִירָה,0,0,0,0,0,0,0,0,0,0
observant,שׁוֹמֵר מִצווֹת,1,0,0,0,0,0,0,0,0,0
observation,תַצְפִּית,0,0,0,0,0,0,0,0,0,0
observatory,מִצפֵּה כּוֹכָבִים,0,0,0,0,0,0,0,0,0,0
observe,לצפות,0,0,0,0,0,0,0,0,0,0
observer,מַשׁקִיף,0,0,0,0,0,0,0,0,0,0
observing,התבוננות,0,0,0,0,0,0,0,0,0,0
obsession,דִבּוּק,0,0,0,0,0,0,0,0,0,0
obsolescence,הִתיַשְׁנוּת,0,0,0,0,0,0,0,0,0,0
obstacle,מִכשׁוֹל,0,1,1,0,0,1,0,1,0,0
obstetrician,מְיַלֶדֶת,0,0,0,0,0,0,0,0,0,1
obstetrics,מְיַלְדוּת,0,0,0,0,0,0,0,0,0,0
obstinate,עַקשָׁן,0,1,0,0,0,0,0,0,0,0
obstruct,לחסום,0,1,1,0,0,1,0,0,0,0
obstruction,חֲסִימָה,0,1,0,0,0,0,0,0,0,0
obstructive,סוֹתֵם,0,1,1,0,0,0,0,0,0,0
obtain,לְהַשִׂיג,0,0,0,0,0,0,0,0,0,0
obtainable,ניתן להשיג,1,0,0,0,0,0,1,0,0,0
obtuse,קֵהֶה,0,1,0,0,0,0,0,0,0,0
obverse,פְּנֵי הַמַטבֵּעַ,0,0,0,0,0,0,0,0,0,0
obvious,ברור,1,0,0,0,0,0,0,0,0,1
ocarina,ocarina,0,0,0,0,0,0,0,0,0,0
occasion,הִזדַמְנוּת,0,0,0,0,0,0,0,0,0,0
occasional,מִקרִי,0,0,0,0,0,0,0,0,1,0
occasionally,לִפְעָמִים,0,0,0,0,0,0,0,0,0,0
occlusion,סְפִיגָה,0,0,0,0,0,0,0,0,0,0
occult,נִסתָר,0,1,0,0,1,1,0,0,0,0
occupancy,תפוסה,0,0,0,0,0,0,0,0,0,0
occupant,הכובש,1,0,0,0,0,0,0,0,0,1
occupation,כיבוש,1,0,0,0,0,0,0,0,0,0
occupied,כָּבוּשׁ,0,0,0,0,0,0,0,0,0,0
occupier,כובש,0,0,0,0,0,0,0,0,0,0
occupy,לִכבּוֹשׁ,1,0,0,0,0,0,0,0,0,0
occupying,כובש,0,0,0,0,0,0,0,0,0,0
occur,מתרחש,0,0,0,0,0,0,0,0,0,0
occurrence,הִתרַחֲשׁוּת,0,0,0,0,0,0,0,0,0,0
ocean,אוקיינוס,0,0,0,0,0,0,0,0,0,0
oceanic,אוֹקיָנוּסִי,0,0,0,0,0,0,0,0,0,0
octagon,מְתוּמָן,0,0,0,0,0,0,0,0,0,0
octave,אוֹקְטָבָה,0,0,0,0,0,0,0,0,0,0
octopus,תמנון,0,0,0,0,1,0,0,0,0,0
ocular,שֶׁל הָעֵינַיִם,0,0,0,0,0,0,0,0,0,0
oddity,מוּזָרוּת,0,1,0,0,1,0,0,1,1,0
odds,קְטָטָה,0,0,0,0,0,0,0,0,0,0
ode,אוֹדָה,0,0,0,0,0,0,0,0,0,0
odious,נִתעָב,0,1,1,0,1,1,0,0,0,0
odometer,מַד מֶרְחָק,0,0,0,0,0,0,0,0,0,0
odor,רֵיחַ,0,1,0,0,0,0,0,0,0,0
oestrogen,אסטרוגן,0,0,0,0,0,0,0,0,0,0
oeuvre,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
offal,פְּסוֹלֶת,0,0,0,0,0,0,0,0,0,0
offend,לְהַעֲלִיב,0,1,1,0,1,0,0,0,0,0
offended,נֶעֱלָב,0,1,1,0,0,0,0,1,0,0
offender,עברי,0,1,1,0,1,1,0,1,0,0
offense,עבירה,0,1,1,0,1,1,0,1,0,0
offensive,הֶתקֵפִי,0,1,1,0,1,0,0,0,0,0
offer,הַצָעָה,1,0,0,0,0,0,0,0,0,0
offered,מוּצָע,0,0,0,0,0,0,0,0,0,0
offering,הַצָעָה,0,0,0,0,0,0,0,0,0,1
offhand,כִּלְאַחַר יָד,0,1,0,0,0,0,0,0,0,0
office,מִשׂרָד,0,0,0,0,0,0,0,0,0,0
officer,קָצִין,1,0,0,0,0,0,0,0,0,1
offices,משרדים,0,0,0,0,0,0,0,0,0,0
official,רשמי,0,0,0,0,0,0,0,0,0,1
officiate,לְכַהֵן,0,0,0,0,0,0,0,0,0,0
offing,אֹפֶק הַיָם,0,1,0,0,0,0,0,0,0,0
offload,offload,0,0,0,0,0,0,0,0,0,0
offset,לְקַזֵז,1,0,0,1,0,0,0,0,0,0
offshoot,שְׁלוּחָה,1,0,0,0,0,0,0,0,0,0
offside,בְּנִבְדָל,0,0,0,0,0,0,0,0,0,0
oft,לְעִתִים קְרוֹבוֹת,0,0,0,0,0,0,0,0,0,0
oftentimes,לְעִתִים קְרוֹבוֹת,0,0,0,0,0,0,0,0,0,0
ogre,מפלצת,0,1,0,0,1,1,0,0,0,0
oil,שמן,0,0,0,0,0,0,0,0,0,0
oils,שמנים,0,0,0,0,0,0,0,0,0,0
ointment,מִשְׁחָה,0,0,0,0,0,0,0,0,0,0
older,ישן יותר,0,0,0,0,0,0,0,1,0,0
olfactory,הריח,0,1,0,1,0,0,0,0,0,0
oligarchy,אוֹלִיגַרכְיָה,0,1,0,0,0,0,0,0,0,0
olive,זית,0,0,0,0,0,0,0,0,0,0
omega,אוֹמֶגָה,0,0,0,0,0,0,0,0,0,0
omelet,חֲבִיתָה,0,0,0,0,0,0,0,0,0,0
omen,אוֹת,0,1,0,1,0,1,0,0,0,0
ominous,מְאַיֵם,0,1,0,1,0,1,0,0,0,0
omission,הַשׁמָטָה,0,0,0,0,0,0,0,0,0,0
omit,לְהַשְׁמִיט,0,1,0,0,0,0,0,0,0,0
omitted,הושמט,0,0,0,0,0,0,0,0,0,0
omnibus,כוללני,0,0,0,0,0,0,0,0,0,0
omnipotence,יְכוֹלֶת הַכֹּל,1,1,0,0,0,1,0,0,0,0
omnipotent,כֹּל יָכוֹל,0,0,0,0,0,0,0,0,0,0
omnipresent,בכל מקום,0,0,0,0,0,0,0,0,0,0
omniscient,יוֹדֵעַ הַכֹּל,1,0,0,0,0,0,0,0,0,1
oncologist,אונקולוג,0,0,0,0,0,0,0,0,0,0
oneness,אַחְדוּת,0,0,0,0,0,0,0,0,0,0
onerous,מַכבִּיד,0,1,1,0,0,0,0,1,0,0
oneself,עַצמוֹ,0,0,0,0,0,0,0,0,0,0
ongoing,מתמשך,0,0,0,1,0,0,0,0,0,0
onion,בצל,0,0,0,0,0,0,0,0,0,0
onset,הַתקָפָה,0,0,0,1,0,0,0,0,0,0
onslaught,הִסתָעֲרוּת,0,0,0,0,0,0,0,0,0,0
ontology,אונטולוגיה,0,0,0,0,0,0,0,0,0,0
onus,onus,0,1,0,0,0,0,0,0,0,0
onward,הָלְאָה,0,0,0,0,0,0,0,0,0,0
onyx,שׁוֹהַם,0,0,0,0,0,0,0,0,0,0
ooze,לְטַפטֵף,0,1,0,0,1,0,0,0,0,0
oozing,דְלִיפָה,0,0,0,0,0,0,0,0,0,0
opacity,אֲטִימוּת,0,0,0,0,0,0,0,0,0,0
opal,אוֹפַּל,0,0,0,0,0,0,0,0,0,0
opaque,אָטוּם,0,1,0,0,0,0,0,0,0,0
ope,ope,0,0,0,0,0,0,0,0,0,0
open,לִפְתוֹחַ,0,0,0,0,0,0,0,0,0,0
opener,פּוֹתחָן,0,0,0,0,0,0,0,0,0,0
opening,פְּתִיחָה,0,0,0,0,0,0,0,0,0,0
openly,בְּגָלוּי,0,0,0,0,0,0,0,0,0,0
openness,פְּתִיחוּת,1,0,0,0,0,0,0,0,0,0
opera,אוֹפֵּרָה,1,0,1,1,0,1,1,1,1,1
operatic,אופראי,0,1,0,0,0,0,0,0,0,0
operation,מבצע,0,0,0,0,0,1,0,0,0,1
operations,פעולות,0,0,0,0,0,0,0,0,0,0
operative,פָּעִיל,0,0,0,0,0,0,0,0,0,0
operator,מַפעִיל,0,0,0,0,0,0,0,0,0,0
ophthalmic,עֵינִי,0,0,0,0,0,0,0,0,0,0
ophthalmologist,רוֹפֵא עֵינַיִם,0,0,0,0,0,0,0,0,0,0
opiate,מַרגִיעַ,0,1,0,0,0,0,0,0,0,0
opinion,דעה,0,0,0,0,0,0,0,0,0,0
opinionated,דוֹגמָטִי,0,1,1,0,0,0,0,0,0,0
opium,אוֹפִּיוּם,0,1,1,0,1,1,0,1,0,0
opponent,יָרִיב,0,1,1,1,1,1,0,0,0,0
opportune,מַתְאִים,1,0,0,0,0,0,1,0,0,0
opportunism,סְתַגלָנוּת,0,0,0,0,0,0,0,0,0,0
opportunity,הִזדַמְנוּת,1,0,0,1,0,0,0,0,0,0
oppose,לְהִתְנַגֵד,0,1,0,0,0,0,0,0,0,0
opposed,מִתנַגֵד,0,1,1,0,0,1,0,0,0,0
opposing,מתנגדים,0,0,0,0,0,0,0,0,0,0
opposite,מול,0,0,0,0,0,0,0,0,0,0
opposites,ניגודים,0,0,0,0,0,0,0,0,0,0
opposition,הִתנַגְדוּת,0,1,1,0,0,0,0,0,0,0
oppress,לְדַכֵּא,0,1,1,0,1,1,0,1,0,0
oppression,עוֹשֶׁק,0,1,1,0,1,1,0,1,0,0
oppressive,מֵעִיק,0,1,1,0,1,1,0,1,0,0
oppressor,מְדַכֵּא,0,1,1,0,0,1,0,1,0,0
optic,אופטי,0,0,0,0,0,0,0,0,0,0
optical,אוֹפּטִי,0,0,0,0,0,0,0,0,0,0
optics,אוֹפְּטִיקָה,0,0,0,0,0,0,0,0,0,0
optimism,אוֹפּטִימִיוּת,1,0,0,1,0,0,1,0,1,1
optimist,אוֹפְּטִימִיסְט,1,0,0,0,0,0,0,0,0,1
option,אוֹפְּצִיָה,1,0,0,0,0,0,0,0,0,0
optional,אופציונאלי,1,0,0,0,0,0,0,0,0,0
optionally,לחלופין,0,0,0,0,0,0,0,0,0,0
options,אפשרויות,0,0,0,0,0,0,0,0,0,0
optometrist,אופטומטריסט,0,0,0,0,0,0,0,0,0,0
opulence,עוֹשֶׁר,0,0,0,0,0,0,0,0,0,0
opulent,עָשִׁיר,0,0,0,0,0,0,0,0,0,0
opus,אוֹפּוּס,0,0,0,0,0,0,0,0,0,0
oracle,אוֹרַקְל,1,0,0,1,0,0,0,0,0,1
oral,אוראלי,0,0,0,0,0,0,0,0,0,0
orange,תפוז,0,0,0,0,0,0,0,0,0,0
oration,נְאוּם,1,0,0,0,0,0,0,0,0,0
orator,נוֹאֵם,0,0,0,0,0,0,0,0,0,0
oratory,דַבְּרָנוּת,0,0,0,0,0,0,0,0,0,0
orb,גַלגַל הָעַיִן,0,0,0,0,0,0,0,0,0,0
orbit,מַסלוּל,0,0,0,0,0,0,0,0,0,0
orbiting,במסלול,0,0,0,0,0,0,0,0,0,0
orbs,כדורים,0,0,0,0,0,0,0,0,0,0
orc,orc,0,1,1,0,1,1,0,0,0,0
orchard,פַּרדֵס,0,0,0,0,0,0,0,0,0,0
orchestra,תִזמוֹרֶת,1,0,1,0,0,0,1,1,0,1
ordained,מוּסמָך,1,0,0,0,0,0,0,0,0,1
ordeal,מִבְחָן,0,1,1,0,0,0,0,0,1,0
order,להזמין,0,0,0,0,0,0,0,0,0,0
orderly,מְסוּדָר,1,0,0,0,0,0,0,0,0,0
ordinance,פְּקוּדָה,0,0,0,0,0,0,0,0,0,1
ordinary,רגיל,0,0,0,0,0,0,0,0,0,0
ordination,הַסמָכָה,1,0,0,1,0,0,1,0,0,1
ordnance,תוֹתָחִים,0,1,0,0,0,1,0,0,0,0
ore,בֶּצֶר,0,0,0,0,0,0,0,0,0,0
oregano,אורגנו,0,0,0,0,0,0,0,0,0,0
organ,אֵיבָר,0,0,0,1,0,0,1,0,0,0
organic,אורגני,1,0,0,0,0,0,0,0,0,0
organism,אורגניזם,0,0,0,0,0,0,0,0,0,0
organist,נַגַן עוּגָב,0,0,0,0,0,0,0,0,0,0
organization,אִרגוּן,1,0,0,1,0,0,1,0,1,1
organize,לְאַרגֵן,1,0,0,0,0,0,0,0,0,0
organized,מְאוּרגָן,1,0,0,0,0,0,0,0,0,0
orgasm,אוֹרגַזמָה,1,0,0,1,0,0,1,0,0,0
orgies,אורגיות,0,0,0,0,0,0,0,0,0,0
orient,מִזְרָח,0,0,0,0,0,0,0,0,0,0
oriental,מִזְרָחִי,0,0,0,0,0,0,0,0,0,0
orientation,נטייה,0,0,0,0,0,0,0,0,0,0
orifice,פֶּתַח,0,0,0,0,0,0,0,0,0,0
origin,מָקוֹר,0,0,0,0,0,0,0,0,0,0
originality,מְקוֹרִיוּת,1,0,0,0,0,0,0,0,1,0
originate,לִנְבּוּעַ,0,0,0,0,0,0,0,0,0,0
origination,מקור,0,0,0,0,0,0,0,0,0,0
originator,יוֹזֵם,0,0,0,0,0,0,0,0,0,0
ornament,קישוט,0,0,0,0,0,0,0,0,0,0
ornamental,נוי,0,0,0,0,0,0,0,0,0,0
ornamentation,קישוט,0,0,0,0,0,0,0,0,0,0
ornamented,מְעוּטָר,1,0,0,0,0,0,0,0,0,0
ornate,מְקוּשָׁט,1,0,0,0,0,0,0,0,0,0
orphan,יָתוֹם,0,1,0,0,0,1,0,1,0,0
orthodox,אוֹרתוֹדוֹקסִי,0,0,0,0,0,0,0,0,0,0
orthodoxy,אוֹרתוֹדוֹקסִיָה,0,0,0,0,0,0,0,0,0,1
orthogonal,מְאוּנָך,0,0,0,0,0,0,0,0,0,0
oscillate,לְהִתְנַדְנֵד,0,0,0,0,0,0,0,0,0,0
oscillating,נִדנוּד,0,0,0,0,0,0,0,0,0,0
oscillation,תְנוּדָה,0,0,0,0,0,0,0,0,0,0
oscillatory,תנודה,0,0,0,0,0,0,0,0,0,0
ostensible,לכאורה,0,0,0,0,0,0,0,0,0,0
ostensibly,לִכאוֹרָה,0,1,0,0,0,0,0,0,0,0
ostrich,יען,0,0,0,0,0,0,0,0,0,0
otto,אוטו,0,0,0,0,0,0,0,0,0,0
ottoman,דַרגָשׁ,0,0,0,0,0,0,0,0,0,0
ounce,אוּנְקִיָה,0,0,0,0,0,0,0,0,0,0
oust,לְגַרֵשׁ,0,1,1,0,0,0,0,1,0,0
outbreak,פְּרוֹץ,0,0,0,0,0,0,0,0,0,0
outburst,הִתפָּרְצוּת,1,1,1,0,0,1,1,1,1,0
outcast,מְנוּדֶה,0,1,0,0,1,1,0,1,0,0
outcome,תוֹצָאָה,1,0,0,0,0,0,0,0,0,0
outcry,זְעָקָה,0,1,1,0,0,1,0,0,1,0
outdo,לַעֲלוֹת עַל,1,0,0,1,0,0,0,0,0,0
outdoor,בָּחוּץ,0,0,0,0,0,0,0,0,0,0
outfit,תִלְבּוֹשֶׁת,0,0,0,0,0,0,0,0,0,0
outgrow,לְהֵגָמֵל,0,0,0,0,0,0,0,0,0,0
outgrowth,תולדה,0,0,0,0,0,0,0,0,0,0
outhouse,בֵּית כִּסֵא,0,1,0,0,1,0,0,0,0,0
outing,טִיוּל,0,0,0,0,0,0,0,0,0,0
outlandish,תִמהוֹנִי,0,1,0,0,0,0,0,0,0,0
outlast,לִחיוֹת יוֹתֵר,0,0,0,0,0,0,0,0,0,0
outlaw,מנודה,0,1,0,0,0,0,0,0,0,0
outlet,מוֹצָא,0,0,0,0,0,0,0,0,0,0
outline,מתווה,0,0,0,0,0,0,0,0,0,0
outlines,קווי מתאר,0,0,0,0,0,0,0,0,0,0
outlook,הַשׁקָפָה,0,0,0,0,0,0,0,0,0,0
outlying,פרידה,0,0,0,0,0,0,0,0,0,0
outnumber,מספר,0,0,0,0,0,0,0,0,0,0
outpost,מאחז,0,0,0,0,0,1,0,0,0,0
outpouring,הִשׁתַפְּכוּת,0,0,0,0,0,0,0,0,0,0
output,תְפוּקָה,0,0,0,0,0,0,0,0,0,0
outrage,שַׁעֲרוּרִיָה,0,1,1,0,1,0,0,0,0,0
outrageous,מְזַעזֵעַ,0,0,0,0,0,0,0,0,1,0
outright,מוּחלָט,0,0,0,0,0,0,0,0,0,0
outrun,לְהַשִׂיג בְּרִיצָה,0,0,0,0,0,0,0,0,0,0
outset,רֵאשִׁית,0,0,0,0,0,0,0,0,0,0
outsider,זָר,0,0,0,0,0,1,0,0,0,0
outskirts,פַּרבָּר,0,0,0,0,0,0,0,0,0,0
outspoken,גָלוּי לֵב,0,0,0,0,0,0,0,0,0,0
outstanding,יוצא מן הכלל,1,1,0,0,0,0,1,0,0,0
outstretched,מתוח,0,0,0,0,0,0,0,0,0,0
outward,הַחוּצָה,1,0,0,0,0,0,0,0,0,0
outwards,כלפי חוץ,0,0,0,0,0,0,0,0,0,0
outweigh,לְהַכרִיעַ,0,0,0,0,0,0,0,0,0,0
oval,סְגַלגַל,0,0,0,0,0,0,0,0,0,0
ovary,שַׁחֲלָה,0,0,0,0,0,0,0,0,0,0
ovate,ovate,0,0,0,0,0,0,0,0,0,0
ovation,אוֹבָצִיָה,0,1,0,0,0,0,0,1,0,0
oven,תנור,0,0,0,0,0,0,0,0,0,0
overalls,סרבל,0,0,0,0,0,0,0,0,0,0
overbearing,שַׁחְצָן,0,1,1,0,0,0,0,0,0,0
overburden,עומס יתר,0,1,0,0,0,0,0,0,0,0
overcast,מְעוּנָן,0,1,0,0,0,0,0,0,0,0
overcharged,יותר מדי,0,0,0,0,0,0,0,0,0,0
overcoat,אַדֶרֶת,0,0,0,0,0,0,0,0,0,0
overdo,לְהַגזִים,0,1,0,0,0,0,0,0,0,0
overdose,מנת יתר,0,1,0,0,0,0,0,0,0,0
overdue,איחור,0,1,0,1,0,0,0,1,1,0
overestimate,הערכת יתר,0,0,0,0,0,0,0,0,1,0
overestimated,בהערכת יתר,0,1,0,0,0,0,0,0,0,0
overflow,הצפה,0,1,0,0,0,0,0,0,0,0
overflowing,בֵּרוֹץ,0,0,0,0,0,0,0,0,0,0
overgrown,מגודל,0,1,0,0,0,0,0,0,0,0
overgrowth,יתר על המידה,0,0,0,0,0,0,0,0,0,0
overhanging,התלוי,0,0,0,0,0,0,0,0,0,0
overhaul,לְשַׁפֵּץ,0,0,0,0,0,0,0,0,0,0
overhead,מעל,0,0,0,0,0,0,0,0,0,0
overjoyed,מאושרת,1,0,0,0,0,0,1,0,0,0
overlaid,מְעוּלָף,0,0,0,0,0,0,0,0,0,0
overlap,חֲפִיפָה,0,0,0,0,0,0,0,0,0,0
overlay,כיסוי,0,0,0,0,0,0,0,0,0,0
overload,להעמיס יותר מדי,0,1,0,0,0,0,0,1,0,0
